movie_id,title,release_date,popularity,score_average,overview,poster_path,genres,director,actors
948713,세븐 킹스 머스트 다이,2023-04-14,1017.269,7.3,에드워드 왕이 서거하자 뜻을 모으는 베반버그의 우트레드와 그의 동지들. 마침내 잉글랜드 통일이라는 꿈을 이루기 위해 분열된 왕국을 뒤흔들 모험에 뛰어든다.,/ddt9jdbkjjBh3ezUejJlY6Dho6l.jpg,"28, 12, 36, 18, 10752",Adam Green,"Alexander Dreymon, Mark Rowley, Arnas Fedaravicius, Harry Gilby, Laurie Davidson"
1111140,두 죄인과 노새,2023-04-21,1016.062,5.5,"이 작품은 자유로운 영혼을 지닌 두 여자가 총상 입은 현상금 사냥꾼을 만나고, 그의 현상금을 나눠 갖기 위해 추적에 동참하는 흥미진진한 서부극이다.",/icL1zn5z1L5ULIpxkuOLjeUgURY.jpg,"37, 28",Raliegh Wilson,"Cam Gigandet, Chantelle Albers, Hannah James, Cord Newman, Buck Taylor"
420808,피터팬 & 웬디,2023-04-20,987.576,5.8,"어느 날, 모험을 꿈꾸는 소녀 ‘웬디’의 창문으로 우연히 찾아온 ‘피터팬’. 신비로운 요정의 도움으로 ‘웬디’는 밤하늘을 날아 새로운 친구들과 놀라운 모험이 가득한 마법의 땅 ‘네버랜드’에 도착하게 되는데… 오늘 밤 , 창문을 닫지 마세요! 당신에게도 피터팬이 찾아올지 모르니",/x5ex5Dk1jekuOHy7BBrX4jJ0csO.jpg,"10751, 14, 28, 12",Debra Zane,"Alexander Molony, Ever Anderson, Jude Law, Alyssa Wapanatâhk, Jim Gaffigan"
315162,장화신은 고양이: 끝내주는 모험,2022-12-07,963.623,8.3,"아홉 개의 목숨 중 단 하나의 목숨만 남은 장화신은 고양이.  마지막 남은 목숨을 지키기 위해 히어로의 삶 대신 반려묘의 삶을 선택한 그에게 찾아온 마지막 기회, 바로 소원을 들어주는 소원별이 있는 곳을 알려주는 지도!  잃어버린 목숨을 되찾고 다시 히어로가 되기를 꿈꾸는 장화신은 고양이는 뜻밖에 동료가 된 앙숙 파트너 '키티 말랑손', 그저 친구들과 함께라면 모든 게 행복한 강아지 '페로'와 함께 소원별을 찾기 위해 길을 떠난다.  그리고 소원별을 노리는 또 다른 빌런들과 마주치게 되는데…",/rKgvctIuPXyuqOzCQ16VGdnHxKx.jpg,"16, 10751, 14, 12, 35",Sheri Galloway,"Antonio Banderas, Salma Hayek, Harvey Guillén, Wagner Moura, Florence Pugh"
283995,가디언즈 오브 갤럭시 Vol. 2,2017-04-19,934.765,7.6,타노스에 맞서 은하계를 구하고 최고의 해결사로 등극한 스타로드 일행. 하지만 소버린 행성의 여사제 아이샤를 돕던 중 옛버릇을 고치지 못하고 행성의 배터리를 훔쳤다가 소버린 종족에 쫓기는 신세가 된다. 그 과정에서 피터의 아버지 에고가 그들을 돕는다. 아픈 엄마와 어린 자신을 버리고 떠난 아버지에 대한 원망이 컸던 피터는 에고의 행성에서 아버지의 능력을 확인하곤 그 힘에 이끌린다. 하지만 가모라는 에고의 행성에서 이상한 기운을 감지한다. 한편 반란군에 의해 위기에 처한 욘두는 로켓과 그루트의 도움으로 목숨을 구한다.,/uDuwGhQgffd5GQ695oUfy5oZGqP.jpg,"878, 12, 28, 35",Craig Wood,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper"
493529,던전 앤 드래곤 - 도적들의 명예,2023-03-23,885.402,7.5,"한때는 명예로운 기사였지만, 어떤 사건 이후 홀가, 사이먼, 포지와 함께 도적질을 하게 된 에드긴. 소피나의 제안으로 부활의 서판을 얻기 위해 코린의 성에 잠입하지만 포지와 소피나의 배신으로 실패하고 감옥에 갇힌다. 기발한 방법으로 탈옥에 성공한 에드긴과 홀가는 소중한 사람들과 다시 만나고, 부활의 서판도 되찾기 위해  자신만의 팀을 꾸리기 시작한다. 옛 동료인 소질 없는 소서러 사이먼과 새롭게 합류한 변신 천재 드루이드 도릭, 재미 빼고 다 가진 팔라딘 젠크까지 어딘가 2% 부족한 오합지졸로 가득한 이 팀, 과연 무사히 모험을 끝마칠 수 있을까?",/eg4vGqZo1BpjY3ZoCUAGk09Pq7T.jpg,"12, 14, 35",Victoria Thomas,"Chris Pine, Michelle Rodriguez, Justice Smith, Sophia Lillis, Hugh Grant"
638974,머더 미스터리 2,2023-03-28,858.085,6.6,결혼식에서 억만장자 신랑이 납치당한 사건. 탐정 사무소를 차린 닉과 오드리 스피츠에게 이보다 더 대박인 사건은 없을 것.,/fLuop1cvcHaZ4ayyzC8SqrUiCX.jpg,"35, 80",Rupert Gregson-Williams,"Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent, Jodie Turner-Smith"
1037644,배틀 포 사이판,2023-02-24,806.036,5.3,"미군은 일본 본토 폭격의 기착점으로 사이판에 상륙하는 태평양 D-day를 감행한다. 정찰 중 일본군에 급습 당한 소대는 야전병원에서 일본군의 자살돌격작전을 맞는다. 부상 당한 소대원들은 군의관, 간호사와 함께 자살돌격에 맞서 15시간의 끝장 전투를 벌이는데...",/oT85hxlmXA8Zux4LHJO771w4bjM.jpg,"10752, 36, 28",Brandon Slagle,"Casper Van Dien, Jeff Fahey, Louis Mandylor, Jennifer Wenger, Devanny Pinn"
876969,어쎄신 클럽,2023-02-24,803.805,6.8,"오랫동안 킬러 생활을 하면서 무의미한 삶을 살던 모건은 소피를 만나면서부터 인간다운 인생을 꿈꾸기 시작한다. 그래서 고민 끝에 킬러 생활을 청산하려고 하지만, 자신도 모르는 사이에 자신이 누군가 설계한 킬러들의 RPG 게임에 합류했다는 사실을 깨닫는다. 플레이어는 총 7명. 처음에는 영문을 몰라 어리둥절해 하던 킬러들. 하지만 곧 전투본능을 되살려 돈과 목숨을 지키기 위해서 치열한 사투를 벌인다. 그렇게 죽고 죽이는 게임 끝에 마침내 단 두 명의 킬러만이 남는다. 바로 모건과 정체불명의 인물 포크! 포크는 게임 설계자를 찾아 제거하자고 하면서 모건에게 접근하는데... 과연 모건은 최후의 승리자가 되고 킬러들의 세계에서 벗어날 수 있을까?",/y2d2SBqK33mGOG2CqAYMo3YbWE4.jpg,"28, 53",Camille Delamarre,"Henry Golding, Noomi Rapace, Daniela Melchior, Jimmy Jean-Louis, Sam Neill"
1085103,클록,2023-03-28,723.358,5.9,"떠오르는 스타 디자이너 엘라. 호화로운 집에 다정한 남편까지, 모든 걸 가진 그녀에겐 한 가지 고민이 있다. 바로 아이를 원하는 마음이 전혀 생기지 않는 것. 사회적 압박에 시달리던 그녀는 새로운 각도로 임신 문제를 다루는 임상시험에 지원하고. 놀랍게도 치료는 효과를 보이지만, 엘라는 어떤 대가를 치러야 할까?",/3TLFdU75guGAh6qIqumvtKrzhji.jpg,"27, 9648, 53",Jenna Cavelle,"Dianna Agron, Jay Ali, Saul Rubinek, Melora Hardin, Rosa Gilmore"
868985,멕시코 만세?,2023-03-23,718.668,7.5,광부였던 할아버지가 죽은 뒤 아내와 아이들을 데리고 고향으로 향한 판초. 그곳에서 유산 상속 문제로 친척들과 한바탕 난리를 치르게 되는데.,/ieyUpr5ES9QEz1cn4clCnBf9XJl.jpg,"18, 35",Salvador Parra,"Damián Alcázar, Alfonso Herrera, Joaquín Cosío, Ana de la Reguera, Ana Martín"
882569,더 커버넌트,2023-04-19,693.717,7.7,"아프가니스탄에서 적들에게 습격을 받아 죽을뻔했던 미 육군 병사가 현지 통역사의 도움과 노력으로 살아나 미국으로 돌아가게 되는데, 그 통역사와 가족은 약속대로 미국으로 오지 못한 사실을 알게 되자, 자신이 직접 그 가족들을 구하기 위해 아프가니스탄으로 향한다.",/aX0H63vho7rZ9Rm3I567Zf00Z1t.jpg,"10752, 28, 53",Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Antony Starr, Alexander Ludwig, Jonny Lee Miller"
700391,65,2023-03-02,646.307,6.3,"우주 비행 중 행성과의 치명적인 충돌이 일어난 후, 조종사 밀스와 유일한 탑승 생존자 코아는 6,500만 년 전 공룡의 시대 지구에 불시착한다.  모든 것이 위험과 죽음과 맞닿아 있는 상황, 그들은 거대한 행성과의 충돌 전, 반드시 지구를 탈출해야만 한다!",/o9ItQpKVvhGcAcJFyIpFM7YYKuv.jpg,"878, 12, 53",Michael Kaplan,"Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King, Brian Dare"
505642,블랙 팬서: 와칸다 포에버,2022-11-09,594.32,7.3,"국왕이자 블랙 팬서인 티찰라의 죽음 이후 수많은 강대국으로부터 위협을 받게 된 와칸다. 라몬다, 슈리 그리고 나키아, 오코예, 음바쿠는 각자 사명감을 갖고 와칸다를 지키기 위해 외로운 싸움을 이어간다. 한편, 비브라늄의 패권을 둘러싼 미스터리한 음모와 함께 깊은 해저에서 모습을 드러낸 최강의 적 네이머와 탈로칸의 전사들은 와칸다를 향해 무차별 공격을 퍼붓기 시작하는데…",/nPpS4H39AhDD8g5VPt6tQcFJNtL.jpg,"28, 12, 878",Sarah Halley Finn,"Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke, Dominique Thorne"
804150,코카인 베어,2023-02-22,499.485,6.3,1985년 마약 밀매업자의 비행기 추락 사고로 인해 비행기에 실려있던 코카인이 조지아주 채터후치 국유림에 떨어지고 코카인을 손에 넣기 위한 마약상들과 관광객들이 코카인을 먹은 흑곰에 의해 처참하게 죽임을 당한다는 내용의 실화를 바탕으로 한 영화,/gOnmaxHo0412UVr1QM5Nekv1xPi.jpg,"53, 35, 80",Debra Zane,"Keri Russell, Brooklynn Prince, Christian Convery, O'Shea Jackson Jr., Alden Ehrenreich"
1008005,La niña de la comunión,2023-02-10,587.268,6.1,,/sGSzha9K65abyvzBwXXnSV2sHWV.jpg,27,Edmon Roch,"Carla Campra, Aina Quiñones, Marc Soler, Carlos Oviedo, Olimpia Roch"
946310,De Piraten van Hiernaast II: De Ninja's van de Overkant,2022-04-20,528.776,6.8,,/uDsvma9dAwnDPVuCFi99YpWvBk0.jpg,"10751, 28, 12",Pim van Hoeve,"Tygo Gernandt, Egbert Jan Weeber, Samuel Reurekas, Sarah Janneh, Matti Stooker"
436270,블랙 아담,2022-10-19,453.977,7.1,"기원전 가장 번성하고 위대한 고대 국가였지만 현재는 국제 군사 조직 인터갱의 독재 국가로 전락한 칸다크. 인터갱의 눈을 피해 고대 유물을 찾던 '아드리아나'는 우연히 5000년 동안 잠들어 있던 '블랙 아담'을 깨우게 된다.  엄청난 괴력과 스피드, 방탄 능력과 자유자재의 고공비행, 번개를 쏘는 능력까지. 온몸이 무기인 '블랙 아담'은 자신의 앞을 막아서는 인터갱들을 모조리 쓸어버리고 칸다크 국민들은 이에 열광한다. 한편, 그의 폭주를 막기 위해 호크맨, 닥터 페이트, 아톰 스매셔, 사이클론으로 구성된 히어로 군단 '저스티스 소사이어티'가 칸다크에 나타나는데...",/mEdMHGy1FfCUc7PskFO0tibm8jp.jpg,"28, 12, 878, 14",Harry Cohen,"Dwayne Johnson, Aldis Hodge, Noah Centineo, Sarah Shahi, Quintessa Swindell"
842675,유랑지구 2,2023-01-22,514.714,7.5,"태양계 소멸의 위기를 맞은 인류는 지구 표면에 거대한 엔진을 달아 궤도를 옮기는 ‘유랑지구 프로젝트’에 돌입한다. 하지만, 데이터베이스로 영생을 가지려는 ‘디지털 라이프’와 대립하게 되며 프로젝트는 난관에 부딪히게 되고, 그 과정 속 달과의 충돌이라는 예상치 못한 대재앙에 놓이게 되는데… 살아남기 위한 선택은 단 하나, 달을 파괴하라!",/pajq0n6FZivirCg1ifpe4zYKvsA.jpg,"878, 28, 18",Wang Zhonglei,"Wu Jing, Sha Yi, Zhu-Yan Manzi, Li Xuejian, Andy Friend"
1048300,Adrenaline,2022-12-15,510.561,5.9,,/mSgqZlz7umts77mEhmEhv9piUKv.jpg,28,Massimiliano Cerchi,"Louis Mandylor, Costas Mandylor, Constance Payne, Adam Saini, Alexander Hauck"
816904,머미즈,2023-01-05,507.789,7.1,고대 세 명의 미라가 고고학자 카나비 경이 훔친 왕실 소유의 오래된 반지를 찾기 위해 런던으로 떠난 여정을 그린 애니메이션,/g5vkJAPj4XFlaOXZMYE97LZ7lns.jpg,"16, 35, 10751, 12, 14",Fernando Velázquez,"Óscar Barberán, Ana Esther Alborg, Luis Pérez Reina, María Luisa Solá, Jaume Solà"
44281,عصفور السطح,1990-09-14,496.923,6.8,,/uI7hb9flZetd0KZoN2BGHLq4uvZ.jpg,"35, 18",Marie-Christine Rougerie,"Selim Boughedir, Mustafa Adouani, Rabia Ben Abdallah, Mohammed Driss, Hélène Catzaras"
980078,곰돌이 푸: 피와 꿀,2023-01-27,378.362,5.7,어릴 적 친구로부터 버림받은 곰돌이 ‘푸’와 ‘피글렛’  참을 수 없는 분노와 배신감을 느끼며 잔혹한 복수를 시작한다.,/fcCbzcEbAEQ5gWzx7EX78qLEVFw.jpg,"27, 53",A. A. Milne,"Craig David Dowsett, Chris Cordell, Amber Doig-Thorne, Natasha Tosini, Maria Taylor"
579884,Суворов: Великое путешествие,2022-05-01,480.001,4.6,,/aGz7lEXj4yZnBydthjBgTotsn1q.jpg,16,Andrey Kureychik,"Konstantin Khabenskiy, Viktor Sukhorukov, Anna Ardova, Sergey Romanovich, Anton Makarsky"
649609,렌필드,2023-04-07,461.873,7.2,"정년 보장 + 평생 직장의 대가는 밤낮없는 24시간 FULL 근무? 사내 복지는 만성 피로, 불면증, 소화불량, 짙은 다크서클입니다! 불멸의 삶과 폭발적인 힘의 대가는 악당용 배민이 되는 것?! ‘드라큘라’에게 취업 사기를 당하고 24시간 밤낮없이 그에게 순결한 제물을 바치는 직속비서 ‘렌필드’는 남들과 다른 특별한 꼰대 상사에 점차 피폐해져 간다. 그러던 어느 날, 여느 때처럼 ‘드라큘라’에게 바칠 제물을 찾던 중 자신의 인생을 뒤바꿔줄 친구 ‘레베카’를 만나게 되고 지금껏 가슴 한 켠에 숨 죽여 있었던 퇴사의 희망을 발견하게 되는데.. 과연 퇴사 없는 종신계약에서 ‘렌필드’는 벗어날 수 있을까?  슈퍼 을(乙) ‘렌필드’, 자네 꿈이 뭔가? “이 지독한 관계에서 벗어나고 싶어요! 퇴사하겠습니다!”",/wJXgQ3FgVIyVUwdoaKoeobET3po.jpg,"27, 35, 14",Marco Beltrami,"Nicholas Hoult, Nicolas Cage, Awkwafina, Ben Schwartz, Shohreh Aghdashloo"
736790,내 친구 추파카브라,2023-04-07,458.967,6.5,"멕시코에 사는 가족을 방문한 10대 소년 알렉스는 할아버지의 헛간에 숨어 있는 신비한 생명체, 어린 추파카브라를 발견한다. 그리고 뜻밖에 만나게 된 이 친구를 구하기 위해 사촌들과 함께 일생일대의 모험을 떠나기로 한다.",/onSDW6Obvkh5RKGXMrS6i8YI9Aw.jpg,"12, 14, 10751",Dan Zimmerman,"Demián Bichir, Evan Whitten, Christian Slater, Ashley Ciarra, Nickolas Verdugo"
997776,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",2023-04-25,458.101,7.8,,/sjBFnG8DpouuWi161KbjbAER235.jpg,"16, 28, 14",Michael Uslan,"Natalie Alyn Lind, Chandler Riggs, Nat Wolff, Lindsay Jones, Kara Eberle"
964980,에어,2023-04-05,636.754,7.5,"세기의 아이콘을 만든 그들의 실화! 당신이 알고 있는 그 이상의 이야기  1984년, 업계 꼴찌를 벗어나지 못하고 있는 나이키는 브랜드의 간판이 되어 줄 새로운 모델을 찾는다. 나이키의 스카우터 소니 바카로(맷 데이먼)는 NBA의 떠오르는 루키 마이클 조던이 나이키의 미래라고 생각한다. 그런데, 이미 시장을 장악한 컨버스와 아디다스가 그와의 계약을 노리는 상황 나이키 팀은 조던의 마음을 얻기 위한 전략을 세우는데….",/u72FzpfOZLBkeUdL3o3jyYK9OxU.jpg,"18, 36",Robert Richardson,"Matt Damon, Ben Affleck, Viola Davis, Jason Bateman, Chris Tucker"
1033219,Attack on Titan,2022-09-30,451.733,6.0,,/qNz4l8UgTkD8rlqiKZ556pCJ9iO.jpg,"28, 878",David Michael Latt,"Paul Bianchi, Erin Coker, Jack Pearson, Anthony Jensen, Neli Sabour"
1104040,갱스 오브 라고스,2023-04-07,451.37,6.2,"절친 오발롤라, 이피, 기프트는 정치판과 연계한 갱들이 거리를 지배하는 곳, 이살레 에코에서 나고 자랐다. 라이벌 갱들이 거리를 피로 붉게 물들이는 가운데, 오발롤라, 이피, 기프트는 갱단 간의 전쟁에 말려든다. 이 전쟁을 통해 이살레 에코의 기반을 뒤흔드는 비밀이 밝혀지고, 최종적으로 세 사람은 자신들의 운명을 깨닫게 된다.",/nGwFsB6EXUCr21wzPgtP5juZPSv.jpg,80,Kemi Lala Akindoju,"Demi Banwo, Adesua Etomi-Wellington, Tobi Bakre, Adebowale Adedayo, Alabi Pasuma"
1105014,Ripper's Revenge,2023-04-03,446.686,6.0,,/cuEIBHTWAvaYkhhS8HfOkhce2MB.jpg,27,Jon O'Neill,"Chris Bell, Rachel Warren, Ayvianna Snow, Carl Wharton, Vicki Glover"
654374,막내 처제,2019-12-08,419.026,0.0,"하나는 세 자매의 첫째이다. 어느 날 , 제사를 위해 모인 자리에서 가족들이 막내인 서리만 남자친구가 없다며 걱정한다. 형부인 호석은 평소 자신을 잘 챙겨준 회사직원 민수를 처제인 서리와 소개팅을 주선한다. 그러나 민수와 이야기를 할수록 서리는 자신이 호석에게 호감이 있음을 깨닫게 된다. 그 후 서리는 형부인 호석과 자주 만나게 되는데..​",/hC9yqXygRNVDz2B9NfZocqmhczM.jpg,10749,Kye Jang-hyuk,"Han Seo-ah, Kim Ji-ah, Min Do-yoon, Park Do-jin"
